%-------------------------------------------------------------------------------------------%
% Atmospheric CO2 concentrations (ppm) derived from in situ air measurements                %
% at Mauna Loa, Observatory, Hawaii: Latitude 19.5Â°N Longitude 155.6Â°W Elevation 3397m      %
%                                                                                           %
% Source: R. F. Keeling, S. J. Walker, S. C. Piper and A. F. Bollenbacher                   %
% Scripps CO2 Program ( http://scrippsco2.ucsd.edu )                                        %
% Scripps Institution of Oceanography (SIO)                                                 %
% University of California                                                                  %
% La Jolla, California USA 92093-0244                                                       %
%                                                                                           %
% Status of data and correspondence:                                                        %
%                                                                                           %
% These data are subject to revision based on recalibration of standard gases. Questions    %
% about the data should be directed to Dr. Ralph Keeling (rkeeling@ucsd.edu), Stephen Walker%
% (sjwalker@ucsd.edu) and Stephen Piper (scpiper@ucsd.edu), Scripps CO2 Program.            %
%                                                                                           %
% Baseline data in this file through 04-Sep-2014 from archive dated 09-Sep-2014 09:16:21    %
%                                                                                           %
%-------------------------------------------------------------------------------------------%
%                                                                                           %
% Please cite as:                                                                           %
%                                                                                           %
% C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       %
% H. A. Meijer, Exchanges of atmospheric CO2 and 13CO2 with the terrestrial biosphere and   %
% oceans from 1978 to 2000.  I. Global aspects, SIO Reference Series, No. 01-06, Scripps    %
% Institution of Oceanography, San Diego, 88 pages, 2001.                                   %
%                                                                                           %
% If it is necessary to cite a peer-reviewed article, please cite as:                       %
%                                                                                           %
% C. D. Keeling, S. C. Piper, R. B. Bacastow, M. Wahlen, T. P. Whorf, M. Heimann, and       %
% H. A. Meijer, Atmospheric CO2 and 13CO2 exchange with the terrestrial biosphere and       %
% oceans from 1978 to 2000: observations and carbon cycle implications, pages 83-113,       %
% in %A History of Atmospheric CO2 and its effects on Plants, Animals, and Ecosystems%,     %
% editors, Ehleringer, J.R., T. E. Cerling, M. D. Dearing, Springer Verlag,                 %
% New York, 2005.                                                                           %
%                                                                                           %
%-------------------------------------------------------------------------------------------%
%                                                                                           %
% The data file below contains 10 columns.  Columns 1-4 give the dates in several redundant %
% formats. Column 5 below gives monthly Mauna Loa CO2 concentrations in micro-mol CO2 per   %
% mole (ppm), reported on the 2008A SIO manometric mole fraction scale.  This is the        %
% standard version of the data most often sought.  The monthly values have been adjusted    %
% to 24:00 hours on the 15th of each month.  Column 6 gives the same data after a seasonal  %
% adjustment to remove the quasi-regular seasonal cycle.  The adjustment involves           %
% subtracting from the data a 4-harmonic fit with a linear gain factor.  Column 7 is a      %
% smoothed version of the data generated from a stiff cubic spline function plus 4-harmonic %
% functions with linear gain.  Column 8 is the same smoothed version with the seasonal      %
% cycle removed.  Column 9 is identical to Column 5 except that the missing values from     %
% Column 5 have been filled with values from Column 7.  Column 10 is identical to Column 6  %
% except missing values have been filled with values from Column 8.  Missing values are     %
% denoted by -99.99                                                                         %
%                                                                                           %
% CO2 concentrations are measured on the '08A' calibration scale                            %
%                                                                                           %
%  Yr, Mn,    Date,      Date,     CO2,seasonally,        fit,  seasonally,      CO2, seasonally
%    ,   ,        ,          ,        ,  adjusted,           ,adjusted fit,   filled,adjusted filled
%    ,   ,   Excel,          ,   [ppm],    [ppm] ,      [ppm],    [ppm],       [ppm],    [ppm]
1998, 12,   36144, 1998.9562,   366.97,   367.87,     366.83,   367.73,     366.97,   367.87
1999, 01,   36175, 1999.0411,   368.15,   368.14,     367.88,   367.87,     368.15,   368.14
1999, 02,   36206, 1999.1260,   368.87,   368.17,     368.68,   367.98,     368.87,   368.17
1999, 03,   36234, 1999.2027,   369.59,   368.12,     369.53,   368.06,     369.59,   368.12
1999, 04,   36265, 1999.2877,   371.14,   368.50,     370.77,   368.13,     371.14,   368.50
1999, 05,   36295, 1999.3699,   371.00,   367.82,     371.38,   368.20,     371.00,   367.82
1999, 06,   36326, 1999.4548,   370.35,   367.92,     370.69,   368.26,     370.35,   367.92
1999, 07,   36356, 1999.5370,   369.27,   368.45,     369.14,   368.32,     369.27,   368.45
1999, 08,   36387, 1999.6219,   366.93,   368.33,     366.99,   368.39,     366.93,   368.33
1999, 09,   36418, 1999.7068,   364.64,   367.91,     365.19,   368.47,     364.64,   367.91
1999, 10,   36448, 1999.7890,   365.13,   368.56,     365.12,   368.55,     365.13,   368.56
1999, 11,   36479, 1999.8740,   366.67,   368.85,     366.46,   368.63,     366.67,   368.85
1999, 12,   36509, 1999.9562,   368.01,   368.91,     367.81,   368.72,     368.01,   368.91
2000, 01,   36540, 2000.0410,   369.14,   369.12,     368.82,   368.81,     369.14,   369.12
2000, 02,   36571, 2000.1257,   369.46,   368.75,     369.61,   368.91,     369.46,   368.75
2000, 03,   36600, 2000.2049,   370.51,   369.01,     370.50,   369.00,     370.51,   369.01
2000, 04,   36631, 2000.2896,   371.66,   368.99,     371.77,   369.11,     371.66,   368.99
2000, 05,   36661, 2000.3716,   371.82,   368.64,     372.41,   369.22,     371.82,   368.64
2000, 06,   36692, 2000.4563,   371.70,   369.28,     371.77,   369.35,     371.70,   369.28
2000, 07,   36722, 2000.5383,   370.12,   369.33,     370.28,   369.49,     370.12,   369.33
2000, 08,   36753, 2000.6230,   368.12,   369.55,     368.21,   369.64,     368.12,   369.55
2000, 09,   36784, 2000.7077,   366.62,   369.92,     366.50,   369.79,     366.62,   369.92
2000, 10,   36814, 2000.7896,   366.73,   370.16,     366.50,   369.94,     366.73,   370.16
2000, 11,   36845, 2000.8743,   368.29,   370.46,     367.91,   370.08,     368.29,   370.46
2000, 12,   36875, 2000.9563,   369.53,   370.44,     369.30,   370.21,     369.53,   370.44
2001, 01,   36906, 2001.0411,   370.28,   370.27,     370.35,   370.34,     370.28,   370.27
2001, 02,   36937, 2001.1260,   371.50,   370.79,     371.16,   370.46,     371.50,   370.79
2001, 03,   36965, 2001.2027,   372.12,   370.64,     372.04,   370.56,     372.12,   370.64
2001, 04,   36996, 2001.2877,   372.87,   370.21,     373.32,   370.67,     372.87,   370.21
2001, 05,   37026, 2001.3699,   374.02,   370.82,     373.99,   370.79,     374.02,   370.82
2001, 06,   37057, 2001.4548,   373.31,   370.86,     373.36,   370.91,     373.31,   370.86
2001, 07,   37087, 2001.5370,   371.62,   370.79,     371.87,   371.05,     371.62,   370.79
2001, 08,   37118, 2001.6219,   369.55,   370.96,     369.79,   371.19,     369.55,   370.96
2001, 09,   37149, 2001.7068,   367.96,   371.26,     368.05,   371.35,     367.96,   371.26
2001, 10,   37179, 2001.7890,   368.10,   371.54,     368.05,   371.50,     368.10,   371.54
2001, 11,   37210, 2001.8740,   369.68,   371.87,     369.48,   371.67,     369.68,   371.87
2001, 12,   37240, 2001.9562,   371.24,   372.15,     370.92,   371.83,     371.24,   372.15
2002, 01,   37271, 2002.0411,   372.43,   372.42,     372.01,   372.00,     372.43,   372.42
2002, 02,   37302, 2002.1260,   373.09,   372.37,     372.88,   372.17,     373.09,   372.37
2002, 03,   37330, 2002.2027,   373.52,   372.03,     373.81,   372.33,     373.52,   372.03
2002, 04,   37361, 2002.2877,   374.86,   372.20,     375.17,   372.51,     374.86,   372.20
2002, 05,   37391, 2002.3699,   375.55,   372.34,     375.91,   372.70,     375.55,   372.34
2002, 06,   37422, 2002.4548,   375.40,   372.95,     375.36,   372.91,     375.40,   372.95
2002, 07,   37452, 2002.5370,   374.02,   373.19,     373.95,   373.12,     374.02,   373.19
2002, 08,   37483, 2002.6219,   371.49,   372.90,     371.94,   373.35,     371.49,   372.90
2002, 09,   37514, 2002.7068,   370.70,   374.01,     370.28,   373.59,     370.70,   374.01
2002, 10,   37544, 2002.7890,   370.25,   373.71,     370.36,   373.82,     370.25,   373.71
2002, 11,   37575, 2002.8740,   372.08,   374.27,     371.87,   374.06,     372.08,   374.27
2002, 12,   37605, 2002.9562,   373.78,   374.70,     373.37,   374.28,     373.78,   374.70
2003, 01,   37636, 2003.0411,   374.68,   374.67,     374.52,   374.51,     374.68,   374.67
2003, 02,   37667, 2003.1260,   375.62,   374.91,     375.44,   374.73,     375.62,   374.91
2003, 03,   37695, 2003.2027,   376.11,   374.62,     376.41,   374.92,     376.11,   374.62
2003, 04,   37726, 2003.2877,   377.65,   374.98,     377.79,   375.13,     377.65,   374.98
2003, 05,   37756, 2003.3699,   378.35,   375.13,     378.55,   375.33,     378.35,   375.13
2003, 06,   37787, 2003.4548,   378.13,   375.67,     377.99,   375.53,     378.13,   375.67
2003, 07,   37817, 2003.5370,   376.61,   375.78,     376.55,   375.73,     376.61,   375.78
2003, 08,   37848, 2003.6219,   374.48,   375.90,     374.50,   375.92,     374.48,   375.90
2003, 09,   37879, 2003.7068,   372.98,   376.30,     372.79,   376.10,     372.98,   376.30
2003, 10,   37909, 2003.7890,   373.00,   376.47,     372.80,   376.27,     373.00,   376.47
2003, 11,   37940, 2003.8740,   374.34,   376.54,     374.23,   376.43,     374.34,   376.54
2003, 12,   37970, 2003.9562,   375.69,   376.61,     375.66,   376.58,     375.69,   376.61
2004, 01,   38001, 2004.0410,   376.79,   376.77,     376.73,   376.72,     376.79,   376.77
2004, 02,   38032, 2004.1257,   377.36,   376.65,     377.56,   376.85,     377.36,   376.65
2004, 03,   38061, 2004.2049,   378.40,   376.87,     378.48,   376.96,     378.40,   376.87
2004, 04,   38092, 2004.2896,   380.50,   377.80,     379.78,   377.08,     380.50,   377.80
2004, 05,   38122, 2004.3716,   380.61,   377.38,     380.41,   377.19,     380.61,   377.38
2004, 06,   38153, 2004.4563,   379.55,   377.11,     379.74,   377.30,     379.55,   377.11
2004, 07,   38183, 2004.5383,   377.77,   376.97,     378.22,   377.42,     377.77,   376.97
2004, 08,   38214, 2004.6230,   375.84,   377.28,     376.10,   377.55,     375.84,   377.28
2004, 09,   38245, 2004.7077,   374.05,   377.38,     374.37,   377.70,     374.05,   377.38
2004, 10,   38275, 2004.7896,   374.22,   377.70,     374.39,   377.87,     374.22,   377.70
2004, 11,   38306, 2004.8743,   375.84,   378.04,     375.86,   378.06,     375.84,   378.04
2004, 12,   38336, 2004.9563,   377.44,   378.37,     377.33,   378.25,     377.44,   378.37
2005, 01,   38367, 2005.0411,   378.34,   378.32,     378.47,   378.46,     378.34,   378.32
2005, 02,   38398, 2005.1260,   379.66,   378.94,     379.39,   378.68,     379.66,   378.94
2005, 03,   38426, 2005.2027,   380.38,   378.88,     380.37,   378.88,     380.38,   378.88
2005, 04,   38457, 2005.2877,   382.06,   379.37,     381.78,   379.10,     382.06,   379.37
2005, 05,   38487, 2005.3699,   382.25,   379.01,     382.55,   379.31,     382.25,   379.01
2005, 06,   38518, 2005.4548,   382.08,   379.61,     382.00,   379.53,     382.08,   379.61
2005, 07,   38548, 2005.5370,   380.65,   379.82,     380.57,   379.74,     380.65,   379.82
2005, 08,   38579, 2005.6219,   378.67,   380.10,     378.53,   379.95,     378.67,   380.10
2005, 09,   38610, 2005.7068,   376.43,   379.77,     376.83,   380.16,     376.43,   379.77
2005, 10,   38640, 2005.7890,   376.82,   380.31,     376.87,   380.36,     376.82,   380.31
2005, 11,   38671, 2005.8740,   378.32,   380.53,     378.35,   380.56,     378.32,   380.53
2005, 12,   38701, 2005.9562,   379.96,   380.89,     379.82,   380.75,     379.96,   380.89
2006, 01,   38732, 2006.0411,   381.36,   381.35,     380.94,   380.93,     381.36,   381.35
2006, 02,   38763, 2006.1260,   382.02,   381.30,     381.82,   381.10,     382.02,   381.30
2006, 03,   38791, 2006.2027,   382.57,   381.06,     382.74,   381.24,     382.57,   381.06
2006, 04,   38822, 2006.2877,   384.37,   381.68,     384.08,   381.39,     384.37,   381.68
2006, 05,   38852, 2006.3699,   384.93,   381.68,     384.78,   381.53,     384.93,   381.68
2006, 06,   38883, 2006.4548,   384.03,   381.54,     384.16,   381.67,     384.03,   381.54
2006, 07,   38913, 2006.5370,   382.28,   381.45,     382.65,   381.81,     382.28,   381.45
2006, 08,   38944, 2006.6219,   380.51,   381.93,     380.53,   381.96,     380.51,   381.93
2006, 09,   38975, 2006.7068,   378.82,   382.17,     378.76,   382.11,     378.82,   382.17
2006, 10,   39005, 2006.7890,   379.07,   382.57,     378.75,   382.25,     379.07,   382.57
2006, 11,   39036, 2006.8740,   380.16,   382.38,     380.18,   382.40,     380.16,   382.38
2006, 12,   39066, 2006.9562,   381.62,   382.55,     381.61,   382.54,     381.62,   382.55
2007, 01,   39097, 2007.0411,   382.49,   382.47,     382.71,   382.69,     382.49,   382.47
2007, 02,   39128, 2007.1260,   383.70,   382.98,     383.57,   382.85,     383.70,   382.98
2007, 03,   39156, 2007.2027,   384.34,   382.83,     384.50,   382.99,     384.34,   382.83
2007, 04,   39187, 2007.2877,   386.26,   383.56,     385.85,   383.15,     386.26,   383.56
2007, 05,   39217, 2007.3699,   386.42,   383.16,     386.57,   383.31,     386.42,   383.16
2007, 06,   39248, 2007.4548,   385.87,   383.38,     385.96,   383.47,     385.87,   383.38
2007, 07,   39278, 2007.5370,   384.43,   383.60,     384.47,   383.63,     384.43,   383.60
2007, 08,   39309, 2007.6219,   381.84,   383.27,     382.37,   383.80,     381.84,   383.27
2007, 09,   39340, 2007.7068,   380.87,   384.23,     380.62,   383.97,     380.87,   384.23
2007, 10,   39370, 2007.7890,   380.87,   384.38,     380.62,   384.13,     380.87,   384.38
2007, 11,   39401, 2007.8740,   382.36,   384.58,     382.07,   384.29,     382.36,   384.58
2007, 12,   39431, 2007.9562,   383.61,   384.54,     383.51,   384.44,     383.61,   384.54
2008, 01,   39462, 2008.0410,   385.07,   385.06,     384.60,   384.59,     385.07,   385.06
2008, 02,   39493, 2008.1257,   385.85,   385.13,     385.45,   384.73,     385.85,   385.13
2008, 03,   39522, 2008.2049,   385.84,   384.30,     386.40,   384.86,     385.84,   384.30
2008, 04,   39553, 2008.2896,   386.77,   384.04,     387.75,   385.02,     386.77,   384.04
2008, 05,   39583, 2008.3716,   388.51,   385.25,     388.44,   385.17,     388.51,   385.25
2008, 06,   39614, 2008.4563,   388.05,   385.57,     387.82,   385.34,     388.05,   385.57
2008, 07,   39644, 2008.5383,   386.27,   385.46,     386.32,   385.51,     386.27,   385.46
2008, 08,   39675, 2008.6230,   384.08,   385.55,     384.22,   385.68,     384.08,   385.55
2008, 09,   39706, 2008.7077,   383.09,   386.46,     382.48,   385.85,     383.09,   386.46
2008, 10,   39736, 2008.7896,   382.78,   386.30,     382.50,   386.01,     382.78,   386.30
2008, 11,   39767, 2008.8743,   384.02,   386.24,     383.94,   386.17,     384.02,   386.24
2008, 12,   39797, 2008.9563,   385.12,   386.05,     385.39,   386.32,     385.12,   386.05
2009, 01,   39828, 2009.0411,   386.66,   386.64,     386.48,   386.47,     386.66,   386.64
2009, 02,   39859, 2009.1260,   387.13,   386.41,     387.35,   386.62,     387.13,   386.41
2009, 03,   39887, 2009.2027,   388.52,   387.00,     388.28,   386.77,     388.52,   387.00
2009, 04,   39918, 2009.2877,   389.57,   386.85,     389.64,   386.93,     389.57,   386.85
2009, 05,   39948, 2009.3699,   390.16,   386.88,     390.37,   387.09,     390.16,   386.88
2009, 06,   39979, 2009.4548,   389.62,   387.12,     389.77,   387.27,     389.62,   387.12
2009, 07,   40009, 2009.5370,   388.07,   387.23,     388.30,   387.45,     388.07,   387.23
2009, 08,   40040, 2009.6219,   386.09,   387.53,     386.22,   387.65,     386.09,   387.53
2009, 09,   40071, 2009.7068,   384.66,   388.04,     384.49,   387.87,     384.66,   388.04
2009, 10,   40101, 2009.7890,   384.34,   387.87,     384.55,   388.08,     384.34,   387.87
2009, 11,   40132, 2009.8740,   386.05,   388.29,     386.07,   388.31,     386.05,   388.29
2009, 12,   40162, 2009.9562,   387.49,   388.42,     387.60,   388.53,     387.49,   388.42
2010, 01,   40193, 2010.0411,   388.55,   388.54,     388.78,   388.77,     388.55,   388.54
2010, 02,   40224, 2010.1260,   390.06,   389.33,     389.72,   388.99,     390.06,   389.33
2010, 03,   40252, 2010.2027,   391.02,   389.50,     390.71,   389.19,     391.02,   389.50
2010, 04,   40283, 2010.2877,   392.39,   389.66,     392.12,   389.40,     392.39,   389.66
2010, 05,   40313, 2010.3699,   393.23,   389.94,     392.87,   389.59,     393.23,   389.94
2010, 06,   40344, 2010.4548,   392.24,   389.73,     392.28,   389.77,     392.24,   389.73
2010, 07,   40374, 2010.5370,   390.33,   389.48,     390.79,   389.94,     390.33,   389.48
2010, 08,   40405, 2010.6219,   388.52,   389.97,     388.67,   390.11,     388.52,   389.97
2010, 09,   40436, 2010.7068,   386.84,   390.23,     386.90,   390.28,     386.84,   390.23
2010, 10,   40466, 2010.7890,   387.17,   390.72,     386.89,   390.44,     387.17,   390.72
2010, 11,   40497, 2010.8740,   388.67,   390.91,     388.34,   390.58,     388.67,   390.91
2010, 12,   40527, 2010.9562,   389.81,   390.75,     389.78,   390.72,     389.81,   390.75
2011, 01,   40558, 2011.0411,   391.30,   391.28,     390.86,   390.85,     391.30,   391.28
2011, 02,   40589, 2011.1260,   391.93,   391.20,     391.70,   390.97,     391.93,   391.20
2011, 03,   40617, 2011.2027,   392.45,   390.93,     392.61,   391.09,     392.45,   390.93
2011, 04,   40648, 2011.2877,   393.37,   390.64,     393.95,   391.22,     393.37,   390.64
2011, 05,   40678, 2011.3699,   394.29,   390.99,     394.65,   391.35,     394.29,   390.99
2011, 06,   40709, 2011.4548,   393.69,   391.17,     394.03,   391.51,     393.69,   391.17
2011, 07,   40739, 2011.5370,   392.59,   391.74,     392.53,   391.68,     392.59,   391.74
2011, 08,   40770, 2011.6219,   390.21,   391.66,     390.41,   391.86,     390.21,   391.66
2011, 09,   40801, 2011.7068,   389.00,   392.40,     388.65,   392.04,     389.00,   392.40
2011, 10,   40831, 2011.7890,   388.93,   392.49,     388.67,   392.22,     388.93,   392.49
2011, 11,   40862, 2011.8740,   390.25,   392.50,     390.15,   392.41,     390.25,   392.50
2011, 12,   40892, 2011.9562,   391.80,   392.74,     391.64,   392.59,     391.80,   392.74
2012, 01,   40923, 2012.0410,   393.07,   393.06,     392.78,   392.77,     393.07,   393.06
2012, 02,   40954, 2012.1257,   393.34,   392.61,     393.68,   392.96,     393.34,   392.61
2012, 03,   40983, 2012.2049,   394.36,   392.81,     394.69,   393.13,     394.36,   392.81
2012, 04,   41014, 2012.2896,   396.44,   393.67,     396.10,   393.33,     396.44,   393.67
2012, 05,   41044, 2012.3716,   396.87,   393.56,     396.84,   393.54,     396.87,   393.56
2012, 06,   41075, 2012.4563,   395.88,   393.37,     396.26,   393.75,     395.88,   393.37
2012, 07,   41105, 2012.5383,   394.52,   393.70,     394.80,   393.98,     394.52,   393.70
2012, 08,   41136, 2012.6230,   392.54,   394.02,     392.73,   394.21,     392.54,   394.02
2012, 09,   41167, 2012.7077,   391.14,   394.56,     391.04,   394.46,     391.14,   394.56
2012, 10,   41197, 2012.7896,   391.02,   394.58,     391.14,   394.70,     391.02,   394.58
2012, 11,   41228, 2012.8743,   392.99,   395.25,     392.69,   394.95,     392.99,   395.25
2012, 12,   41258, 2012.9563,   394.39,   395.33,     394.23,   395.18,     394.39,   395.33
2013, 01,   41289, 2013.0411,   395.66,   395.64,     395.42,   395.41,     395.66,   395.64
2013, 02,   41320, 2013.1260,   396.89,   396.15,     396.36,   395.62,     396.89,   396.15
2013, 03,   41348, 2013.2027,   397.27,   395.74,     397.35,   395.81,     397.27,   395.74
2013, 04,   41379, 2013.2877,   398.36,   395.61,     398.76,   396.01,     398.36,   395.61
2013, 05,   41409, 2013.3699,   399.90,   396.58,     399.52,   396.20,     399.90,   396.58
2013, 06,   41440, 2013.4548,   398.78,   396.24,     398.93,   396.39,     398.78,   396.24
2013, 07,   41470, 2013.5370,   397.28,   396.42,     397.43,   396.57,     397.28,   396.42
2013, 08,   41501, 2013.6219,   395.32,   396.78,     395.30,   396.76,     395.32,   396.78
2013, 09,   41532, 2013.7068,   393.31,   396.72,     393.53,   396.95,     393.31,   396.72
2013, 10,   41562, 2013.7890,   393.61,   397.18,     393.55,   397.13,     393.61,   397.18
2013, 11,   41593, 2013.8740,   395.10,   397.37,     395.05,   397.31,     395.10,   397.37
2013, 12,   41623, 2013.9562,   396.73,   397.68,     396.54,   397.49,     396.73,   397.68
2014, 01,   41654, 2014.0411,   397.83,   397.82,     397.68,   397.66,     397.83,   397.82
2014, 02,   41685, 2014.1260,   398.01,   397.28,     398.58,   397.84,     398.01,   397.28
2014, 03,   41713, 2014.2027,   399.47,   397.93,     399.54,   398.00,     399.47,   397.93
2014, 04,   41744, 2014.2877,   401.33,   398.58,     400.92,   398.17,     401.33,   398.58
2014, 05,   41774, 2014.3699,   401.88,   398.56,     401.65,   398.32,     401.88,   398.56
2014, 06,   41805, 2014.4548,   401.31,   398.76,     401.02,   398.48,     401.31,   398.76
2014, 07,   41835, 2014.5370,   399.09,   398.23,     399.48,   398.63,     399.09,   398.23
2014, 08,   41866, 2014.6219,   397.22,   398.68,     397.32,   398.78,     397.22,   398.68
2014, 09,   41897, 2014.7068,   395.40,   398.87,     395.54,   399.00,     395.40,   398.87
2014, 10,   41927, 2014.7890,   395.65,   399.25,     395.56,   399.17,     395.65,   399.25
2014, 11,   41958, 2014.8740,   397.22,   399.50,     397.06,   399.34,     397.22,   399.50
2014, 12,   41988, 2014.9562,   398.79,   399.73,     398.57,   399.52,     398.79,   399.73
2015, 01,   42019, 2015.0411,   399.85,   399.83,     399.72,   399.70,     399.85,   399.83
2015, 02,   42050, 2015.1260,   400.31,   399.57,     400.62,   399.89,     400.31,   399.57
2015, 03,   42078, 2015.2027,   401.51,   399.95,     401.62,   400.06,     401.51,   399.95
2015, 04,   42109, 2015.2877,   403.45,   400.64,     403.08,   400.27,     403.45,   400.64
2015, 05,   42139, 2015.3699,   404.10,   400.72,     403.87,   400.48,     404.10,   400.72
2015, 06,   42170, 2015.4548,   402.88,   400.31,     403.28,   400.72,     402.88,   400.31
2015, 07,   42200, 2015.5370,   401.60,   400.76,     401.81,   400.96,     401.60,   400.76
2015, 08,   42231, 2015.6219,   399.00,   400.51,     399.73,   401.24,     399.00,   400.51
2015, 09,   42262, 2015.7068,   397.50,   400.97,     398.07,   401.54,     397.50,   400.97
2015, 10,   42292, 2015.7890,   398.28,   401.90,     398.23,   401.85,     398.28,   401.90
2015, 11,   42323, 2015.8740,   400.24,   402.53,     399.88,   402.17,     400.24,   402.53
2015, 12,   42353, 2015.9562,   401.89,   402.84,     401.54,   402.48,     401.89,   402.84
2016, 01,   42384, 2016.0410,   402.65,   402.62,     402.82,   402.80,     402.65,   402.62
2016, 02,   42415, 2016.1257,   404.16,   403.42,     403.83,   403.10,     404.16,   403.42
2016, 03,   42444, 2016.2049,   404.86,   403.27,     404.95,   403.36,     404.86,   403.27
2016, 04,   42475, 2016.2896,   407.57,   404.73,     406.47,   403.63,     407.57,   404.73
2016, 05,   42505, 2016.3716,   407.65,   404.27,     407.25,   403.86,     407.65,   404.27
2016, 06,   42536, 2016.4563,   407.01,   404.46,     406.63,   404.08,     407.01,   404.46
2016, 07,   42566, 2016.5383,   404.50,   403.69,     405.09,   404.28,     404.50,   403.69
2016, 08,   42597, 2016.6230,   402.24,   403.78,     402.93,   404.48,     402.24,   403.78
